,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test,wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_butt_var,ijk_u_butt_var,ijk_u2_butt_var,ijk_jahn_var,ijk_u_jahn_var,ijk_u2_jahn_var,ijk_wager_var,ijk_u_wager_var,jk_wager_var,jk_u_wager_var,boot_var
0,0.112,0.187,0.10139860139860139,0.21328671328671328,0.1703255641408682,0.1678029382059568,0.828278848333997,0.8320625209686905,0.0,0.0,0.0,0.006112830662817771,0.0007602966760954207,0.0007158860715041591,0.006046501550532348,0.0006962453487840276,0.0,0.0,0.0
1,0.105,0.1905,0.10955710955710955,0.168997668997669,0.13682300818457088,0.1417048141793252,0.82169637393251,0.8470684110190718,0.0,0.0,0.0,0.0032355845809327647,0.0009015022385740808,0.0009003298389877786,0.003137445316426292,0.0008044542475567984,0.0,0.0,0.0
2,0.0925,0.2115,0.10139860139860139,0.19813519813519814,0.15157560643648174,0.15493978855627788,0.8049796257879004,0.8212119265850117,0.0,0.0,0.0,0.0020548314871774607,0.000438489522144029,0.00043724931473047455,0.002027854301378469,0.00041219232812872214,0.0,0.0,0.0
3,0.0995,0.201,0.11305361305361306,0.19813519813519814,0.15490375001201984,0.1565308453314892,0.8207656642480045,0.7906118990790764,0.0,0.0,0.0,0.0045979883891664785,0.0008239202185613154,0.000820398184225479,0.004544121216425806,0.0007709837406801134,0.0,0.0,0.0
4,0.1065,0.193,0.08741258741258741,0.19230769230769232,0.1475509025083557,0.15007796478304858,0.8216328810144933,0.8313424801882497,0.0,0.0,0.0,0.0019932734843646307,0.00041573855067159244,0.0004136880420018245,0.001957704069771113,0.0003809516838658483,0.0,0.0,0.0
5,0.103,0.191,0.10023310023310024,0.21328671328671328,0.16355343897794267,0.16452612542054867,0.8240503787610499,0.827883598830098,0.0,0.0,0.0,0.0016960155197128237,0.0004775003847438872,0.0004815155845357172,0.0016614225849931126,0.00044335865834613177,0.0,0.0,0.0
6,0.1015,0.1885,0.08624708624708624,0.1993006993006993,0.15201908092867958,0.1530654031111948,0.821959470136308,0.8334231793487475,0.0,0.0,0.0,0.0019226886727255247,0.0005597851681313523,0.0005636928581162558,0.0018839272653993905,0.0005216218266663117,0.0,0.0,0.0
7,0.107,0.1855,0.11538461538461539,0.20745920745920746,0.15962876378639956,0.161757552589302,0.8347790947270974,0.8330931421512047,0.0,0.0,0.0,0.005090757586501378,0.0009221475224934616,0.0009229617110670567,0.005015130348499465,0.0008480151058033458,0.0,0.0,0.0
8,0.0915,0.2045,0.10023310023310024,0.1794871794871795,0.14811097211036173,0.1496029655687424,0.8136073941147624,0.8387398477583556,0.0,0.0,0.0,0.003974328896500657,0.0010563354931579635,0.0010565594166754163,0.0038907054302457188,0.0009735677465191766,0.0,0.0,0.0
9,0.0915,0.189,0.09906759906759907,0.20512820512820512,0.1593351850058381,0.161933695827441,0.8338084611177052,0.8347498277722678,0.0,0.0,0.0,0.0019022512319707948,0.000483831206972577,0.00048327296077222033,0.0018736069722498322,0.0004553221682682975,0.0,0.0,0.0
10,0.109,0.2065,0.10372960372960373,0.2062937062937063,0.16159206095793796,0.16320435055125782,0.8169362260880005,0.8224084560139118,0.0,0.0,0.0,0.003149480865060165,0.0011798385410699023,0.0011746716565859345,0.003049727380014405,0.0010815800621150496,0.0,0.0,0.0
11,0.099,0.1925,0.0979020979020979,0.21445221445221446,0.16235594869879313,0.16441442867385408,0.8201173797578979,0.8280932885205459,0.0,0.0,0.0,0.002984629432675344,0.0008362616498120076,0.0008355641642278418,0.0029276521722152553,0.0007801265046034514,0.0,0.0,0.0
