wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_jahn_var,ijk_u_jahn_var,ijk_wager_var,ijk_u_wager_var,boot_var,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test
0.18957353620103518,0.1867428462689735,0.7503233073975831,0.770284430336146,0.0020714887067798345,0.0014433157605334278,0.0015229058131695267,0.000946017450103177,0.0005496817159561065,0.5,0.2,0.4988344988344988,0.19114219114219114
0.18564510233328335,0.18981944101370352,0.7652853480840132,0.7734672176984826,0.002450000200569019,0.0017123388827367226,0.0019836720867691085,0.0013094563799404286,0.0017275710701252522,0.51,0.192,0.5011655011655012,0.18414918414918416
0.19461123838256011,0.20326538179193177,0.7889717080421337,0.7994185500116966,0.002239053885069766,0.0016146243991307305,0.0015720918565048998,0.001000932144126459,0.00037997471675879684,0.524,0.172,0.49417249417249415,0.1864801864801865
0.20708253920265848,0.21426168090076975,0.7156157490326026,0.7105927310962313,0.0022253506991228647,0.0015228666086173517,0.001769170332215228,0.0011119998244811511,0.0005843923870722259,0.487,0.184,0.48717948717948717,0.21212121212121213
0.19667069613608884,0.19858496263443953,0.7315914841066964,0.6982390978891174,0.002150801181680195,0.0014297773401945007,0.0017854300771749938,0.0011104248929260925,0.00119835835812811,0.483,0.192,0.5151515151515151,0.17715617715617715
0.20491982365575023,0.2024785091885431,0.7985743565694761,0.8061032915557214,0.0019797981712064566,0.0013819317787495153,0.0014717476345561297,0.0009054233695859076,0.00028629657549533884,0.47,0.179,0.46153846153846156,0.20512820512820512
0.20970330307545232,0.21691563584380982,0.765626873847773,0.8010796338802864,0.002074903275170515,0.0014517987330000314,0.0014998331438614977,0.0009161438471103273,0.0005258649414689675,0.466,0.189,0.47086247086247085,0.2261072261072261
0.20372119641397002,0.21159859212215187,0.7803137357788852,0.7681060409104762,0.0019840030525282507,0.0013795116702778512,0.0015864088971306672,0.0010176528338654827,0.0007201617512996169,0.47,0.192,0.48717948717948717,0.20279720279720279
0.19176429452797822,0.19626296483117864,0.7595607278431019,0.7170376603601979,0.0021731251613328322,0.0014603014759048214,0.0016863811374638106,0.001017772565551355,0.0007072029466014095,0.482,0.191,0.5081585081585082,0.17482517482517482
0.20354738261873853,0.21838519379021912,0.7668242969677894,0.7750553080939886,0.0018383387358787203,0.0012554945030975448,0.0014141410412591118,0.0008699103411001119,0.0011839508728428232,0.476,0.202,0.47785547785547783,0.20745920745920746
0.19422879609591576,0.19509803181355664,0.7968268360691587,0.8075748410835686,0.0015970409390631934,0.0011177708496013339,0.0011921453965982366,0.000741284682153622,0.00022960602934989088,0.488,0.172,0.48951048951048953,0.1864801864801865
0.21483975640295902,0.2221009764265024,0.7585626604584274,0.7543249920041235,0.0018253129244067284,0.0012157726675116989,0.0014952523382020014,0.0009246279560539113,0.000780489924174415,0.478,0.186,0.5221445221445221,0.21212121212121213
0.1996453942498183,0.19957536996820088,0.7645762681618367,0.7630897916858523,0.0021756042019151598,0.0015061247927188404,0.0017186809904742451,0.0010879690580554884,0.0006817153023922487,0.475,0.186,0.49184149184149184,0.19347319347319347
0.19989971602537965,0.2087732855050953,0.7679660507349838,0.7770380390620663,0.0020456080096242454,0.0014111231254639207,0.0016369235309055966,0.0010490867567944898,0.00029240431128161264,0.489,0.183,0.4988344988344988,0.20279720279720279
