wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_jahn_var,ijk_u_jahn_var,ijk_wager_var,ijk_u_wager_var,boot_var,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test
0.15511742327177538,0.15924161577730261,0.7996448493921594,0.8131220076552753,0.0010676814471003567,0.0005614627431101402,0.0010313586386735795,0.0005252231743224357,0.000343120588138723,0.112,0.205,0.11655011655011654,0.18181818181818182
0.15806121571309384,0.1610997693418843,0.8074564774101627,0.8341745964112481,0.0009349777807098579,0.0004951806993456095,0.0008936978175330648,0.0004538984354899578,0.00029043533686799066,0.099,0.21,0.09324009324009325,0.19347319347319347
0.19732359622693646,0.19989681969554465,0.8273288483935417,0.8186568485634541,0.0009495083842506216,0.0004951495224519093,0.0009110087712063078,0.0004565287408245225,0.0003918519582972052,0.102,0.187,0.14685314685314685,0.24242424242424243
0.1646693918640659,0.16501728287228803,0.8288335304757104,0.8461176314371593,0.0010416562766439545,0.0005742470341067356,0.001016602691519207,0.0005489363498834226,0.0003130951418214932,0.084,0.187,0.09557109557109557,0.19813519813519814
0.16400177812391475,0.16636341493176354,0.8068689647894615,0.7924899844677862,0.001104524992174851,0.0005791166403907891,0.0010819952990059807,0.0005563365545300698,0.0008921424318015928,0.082,0.22,0.10256410256410256,0.20046620046620048
0.15205971182941833,0.15298871137327094,0.7931381260345539,0.8422565422270054,0.001012872076879081,0.0005376938803607983,0.0009802616209646168,0.0005049814980804433,0.0002613158704140009,0.095,0.212,0.08624708624708624,0.1794871794871795
0.16162001331349615,0.16467032790074218,0.8006310237424186,0.8230407177631621,0.0010103033268129235,0.0005391445967323646,0.0009785645145444111,0.000507199048552662,0.0005377331547322217,0.074,0.224,0.10256410256410256,0.1958041958041958
0.16734948977356495,0.17257137773232997,0.792503865980415,0.7719107830980784,0.0010601072547534408,0.0005402628208178321,0.0010264581241008863,0.0005064201833365936,0.00030228660739977867,0.084,0.223,0.07925407925407925,0.20512820512820512
0.17250857371950687,0.17339727256058046,0.7939139412585401,0.7318283156795292,0.0015346798814091422,0.0008502961285798379,0.0014863020912190238,0.0008017448213718399,0.001528555301712641,0.094,0.217,0.08391608391608392,0.21445221445221446
0.17386751304219514,0.17405683607803685,0.8182074165246114,0.8233237651401182,0.0009233525451024131,0.00048083387157564646,0.0008879707960115188,0.000445413734882051,0.00013855263963048813,0.096,0.219,0.08857808857808858,0.22144522144522144
