,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test,wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_butt_var,ijk_u_butt_var,ijk_u2_butt_var,ijk_jahn_var,ijk_u_jahn_var,ijk_u2_jahn_var,ijk_wager_var,ijk_u_wager_var,jk_wager_var,jk_u_wager_var,boot_var
0,0.501,0.204,0.5128205128205128,0.20745920745920746,0.07237517911406141,0.10623663010403704,0.8910008908154521,0.8461097314835837,0.006872117189061649,0.005902810477018338,0.005902425913729689,0.007911288435586751,0.006907140937144327,0.006906462749752268,0.005559497249701419,0.0046734230781181095,0.008040176340932055,0.006517651193233552,0.0
1,0.517,0.196,0.5104895104895105,0.19114219114219114,0.09032714690832687,0.11248605043196591,0.8802110196890818,0.8880070528887519,0.0015749856162330736,0.0014224835428206471,0.0014221288991052075,0.0018768467378246778,0.001717940921027181,0.001717403641407064,0.001201035946721087,0.0010616884417614491,0.0019405193859707182,0.001701081100357466,0.0
2,0.484,0.209,0.5151515151515151,0.21212121212121213,0.11053347104819378,0.13477834192975766,0.8853195801308467,0.8202139028343938,0.0029598619542524182,0.0024946450874915984,0.0024931237308390827,0.0033981525828287156,0.002917644693832534,0.002916003692138383,0.00236839953325742,0.0019397463947788706,0.0036981321810444045,0.002961585282484774,0.0
3,0.505,0.194,0.4988344988344988,0.1888111888111888,0.07497723913304645,0.098312180282146,0.8863077434728736,0.9430736753595401,0.0016612881000657653,0.0012915012327411061,0.0012888808607772527,0.002097256541808892,0.0017135469421349382,0.0017094359964335488,0.0012676313582351585,0.0009264645243886251,0.0021681882255095257,0.0015819674544381211,0.0
4,0.496,0.212,0.48484848484848486,0.19114219114219114,0.11188317174369965,0.14297214705315892,0.8583948579216902,0.9028942663468442,0.004891805131051149,0.00387596493741859,0.003870457211272201,0.005665894398435979,0.00461474916060109,0.004607932323011279,0.003978864942706191,0.0030447116618306093,0.006763733286341179,0.005158594678817268,0.0
5,0.518,0.192,0.5128205128205128,0.1655011655011655,0.09926419131175311,0.11405890000934209,0.9059776154628786,0.9211927674311304,0.001494918592113007,0.001206349893063603,0.0012060034240087593,0.0017586931632304695,0.0014582511521843181,0.0014582496100982393,0.0012205778701604199,0.0009543176087073283,0.0021090332087935317,0.0016515230398979302,0.0
6,0.481,0.206,0.5011655011655012,0.2097902097902098,0.10165320495758728,0.1205641844670031,0.8810632250687398,0.9284056955536757,0.002031237189983252,0.0018204483164443687,0.0018207553259206766,0.002374892188554109,0.002158055859051365,0.0021582880202619817,0.001626757015275058,0.0014298762366289088,0.0020238716870106354,0.0016855750226900897,0.0
7,0.487,0.209,0.4825174825174825,0.1958041958041958,0.09735939276931127,0.11346090381273313,0.8871299200259318,0.7985383857527415,0.007942365211788255,0.006602604115721272,0.0066011743669308655,0.009684769461367338,0.008295923122780505,0.008292798389704014,0.006042349730325389,0.00481560127168204,0.010296171362380977,0.008188271777803968,0.0
8,0.495,0.2,0.5011655011655012,0.1888111888111888,0.10520803516997132,0.13174515252050634,0.8951565208012571,0.9011581760032954,0.0031761672488231844,0.002825786899865306,0.002825403931169618,0.003636197279353257,0.0032740104871883226,0.003272962200810609,0.002578611083455156,0.0022549271247619684,0.003644319228559466,0.003088138964173274,0.0
9,0.493,0.189,0.48717948717948717,0.19347319347319347,0.08779575367060738,0.10280189624565016,0.8902292287243946,0.9249340958088824,0.002437150342944252,0.0018085764364744045,0.0018065729706763778,0.002864063431078561,0.002214129391287345,0.0022114525745648463,0.00195135154051838,0.0013678587678335524,0.0034608128048601795,0.0024582077765186562,0.0
10,0.492,0.197,0.5174825174825175,0.19813519813519814,0.09589867476872148,0.1030084971496121,0.8770198231435109,0.855643279249362,0.014123766537315143,0.01156916069848481,0.011564777183251877,0.016463496920515845,0.013828805597355272,0.013825024366821348,0.011438992835199363,0.009067828738820026,0.018056702747956937,0.01398237456885381,0.0
