,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test,wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_butt_var,ijk_u_butt_var,ijk_u2_butt_var,ijk_jahn_var,ijk_u_jahn_var,ijk_u2_jahn_var,ijk_wager_var,ijk_u_wager_var,jk_wager_var,jk_u_wager_var,boot_var
0,0.321,0.189,0.2773892773892774,0.21212121212121213,0.1745202335116494,0.18037025248456912,0.8708577398194575,0.8711713544245225,0.006152482809458488,0.0014667534567352706,0.0014889479861811324,0.006477939029910521,0.0017745919606893153,0.001786822836388387,0.00581625147994937,0.0011929347842000457,0.012970087623759204,0.005025926558241824,0.0023893606406352164
1,0.294,0.184,0.32634032634032634,0.2097902097902098,0.17264076989082813,0.17359591157149606,0.9245872100414478,0.9091915927790787,0.006298129014966437,0.0009470895243239271,0.000891314143528785,0.006465493493222907,0.0011006538990662703,0.0010520366329105765,0.006097630346858612,0.0007975590785812064,0.012790168902073634,0.003683152752254684,0.0013433973362343603
2,0.309,0.175,0.32867132867132864,0.18414918414918416,0.16874315694052588,0.17125173570092317,0.9255509959467579,0.8906742426266712,0.005115361057935692,0.0014338838212508897,0.0014305450695563252,0.0052998437381927815,0.0016087818623144214,0.0016054589345614817,0.004909473776142773,0.0012611948889869233,0.010036678903258073,0.00376790758630739,0.0017913887925549417
3,0.295,0.21,0.27972027972027974,0.19114219114219114,0.16501977441952356,0.16965698706627239,0.9215049210991172,0.8485726769440574,0.009612956548971707,0.0022850992167656736,0.0022682395995554513,0.009718136912135774,0.0023711244636558555,0.0023536843932217954,0.009413336793837934,0.0021602153209918625,0.017686722456200708,0.005223815629803197,0.00410249071271175
4,0.326,0.179,0.2913752913752914,0.19813519813519814,0.16241522905457786,0.1678375693747494,0.9115271188396964,0.9013376534950674,0.007708672695909192,0.0011333030151723274,0.0012908654171332285,0.008032398535036499,0.0014339654504424365,0.001573732064420321,0.00736861555210396,0.000870842566075585,0.01637223225433858,0.005207227006993952,0.002278345923690983
5,0.296,0.212,0.2937062937062937,0.1864801864801865,0.16875366720784196,0.1741311798243199,0.9367682366479906,0.9020077011828597,0.00233971188342275,0.0007955616569888368,0.0007911261537847639,0.002476172083807212,0.0009277786593686324,0.0009227287854264527,0.0021976062273340816,0.0006715137958665063,0.004361584606258558,0.0017393277127189426,0.0014642303634907494
6,0.282,0.244,0.29836829836829837,0.1888111888111888,0.15821430255852956,0.1601012946663762,0.9042956263486317,0.8248730650501581,0.010087499294490349,0.003422888696050801,0.0034647319451744677,0.0102935081545913,0.0036109586652868057,0.00365035141867647,0.00980052830613341,0.0032139310292616814,0.01872346441154143,0.007405833999314911,0.0037029788272560263
7,0.283,0.197,0.331002331002331,0.17715617715617715,0.15878798660824664,0.161521900144025,0.9068966022998973,0.8951463579298292,0.009660371327998962,0.0013859682959281982,0.001287722030280677,0.009774899637294318,0.0014796239537148825,0.0014087421511581617,0.00947138311938818,0.0012786290494547527,0.019139782703586825,0.005062322260186332,0.0019017182975318051
8,0.303,0.202,0.25874125874125875,0.19813519813519814,0.15338003732651992,0.16519789593272333,0.9201459052597244,0.8546809528652775,0.0035024117493575244,0.0010210411463118514,0.0010144909528347255,0.003667433326651996,0.0011789812888049855,0.0011711567241696444,0.0033289848365117038,0.0008741557637059597,0.007199412387107828,0.002981324199332752,0.001250910181630846
9,0.299,0.197,0.2867132867132867,0.20512820512820512,0.17917391125176524,0.18886763618807229,0.8996717299387238,0.8708029327562062,0.008431382907187495,0.002890608854734162,0.002872536946571638,0.008721502646352708,0.0031644933957251714,0.0031372153762188994,0.008099834914773962,0.0026216735758636932,0.014797033423999777,0.00538400834198339,0.0019515634037223666
10,0.295,0.204,0.2937062937062937,0.2331002331002331,0.18505079123422186,0.19534902315813582,0.9061407638989732,0.9113085524469052,0.004167072802274782,0.0011447680942165434,0.0011336505130766926,0.0042996803390352376,0.0012691222901326828,0.0012587313992201308,0.00401097080483767,0.0010197080779057767,0.008120253386955987,0.0029804209991220647,0.0018832182864858737
11,0.303,0.183,0.32634032634032634,0.1864801864801865,0.17573154013942358,0.17713418984582555,0.9349110691224437,0.8909891624676907,0.004789974183156991,0.001350083643538676,0.0013463041471541426,0.004856955904748458,0.0014072525163812948,0.001402052149489247,0.0046838104477060355,0.0012779921978265333,0.009781981154619788,0.003929825544817652,0.0016694326690265369
