wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_jahn_var,ijk_u_jahn_var,ijk_wager_var,ijk_u_wager_var,boot_var,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test
0.2199044766096019,0.23313076918282324,0.7266425425555096,0.7303707817057398,0.03234530853324333,0.018471647364336947,0.02813933468028318,0.015676348551755162,0.003989424067766493,0.516,0.2,0.5151515151515151,0.2097902097902098
0.16028753631915682,0.17012284221858964,0.7698563620117692,0.7564375733152152,0.044617771414124416,0.01656111117357901,0.037322564744742694,0.011749814693056224,0.004637164163362349,0.51,0.19,0.5244755244755245,0.19347319347319347
0.1716624206181912,0.17323382649374644,0.7676216882185001,0.8073618838087554,0.005619957477724917,0.002179014434958929,0.004274096772713546,0.0011637661740130823,0.001162892143100068,0.53,0.19,0.5221445221445221,0.1561771561771562
0.17943130842413701,0.18050702329935356,0.7703372654762269,0.7624970389390943,0.023360143264548824,0.004856469910655824,0.019855954999206435,0.002765189292250999,0.0030975896280695386,0.508,0.184,0.5174825174825175,0.1864801864801865
0.1847617457993499,0.19104368869639846,0.7377235575529045,0.7930851701966777,0.007556479780567481,0.0022208625840019645,0.006654569366862876,0.0016989844818976292,0.003485464392689124,0.49,0.199,0.5058275058275058,0.2097902097902098
0.19859664540245206,0.20246446455680672,0.7177233145734347,0.703494137108838,0.06987888347911189,0.02924722055905145,0.062295730306528,0.024647658621984994,0.02970421109486197,0.466,0.22,0.46386946386946387,0.22377622377622378
0.18474835367055498,0.19717451479389808,0.7570671744970137,0.8201599249967142,0.013755764658191309,0.00681125799052255,0.009827443927542113,0.0034577972749691164,0.0029380686683775884,0.503,0.189,0.46386946386946387,0.19813519813519814
0.17793339977247669,0.18453644869015598,0.7323835715456737,0.7264090350095334,0.06291016802639304,0.028434483971201026,0.05101380953535917,0.018835323434845633,0.0050061453329092445,0.479,0.205,0.4592074592074592,0.2097902097902098
0.2005801586141661,0.21841022269581037,0.7762020981461053,0.8207534106854396,0.0032393515891610217,0.0013688351448436491,0.0028225917839160646,0.0010828639461426595,0.00020494612176316497,0.493,0.19,0.5198135198135199,0.20745920745920746
0.19562224455042948,0.19764967989880314,0.7466049622796775,0.7241447353412639,0.0057550043430898545,0.0027058245690230157,0.004759627574445514,0.0019836835911029283,0.0018210833151500912,0.502,0.211,0.48484848484848486,0.21212121212121213
0.166857818182432,0.17203931882102724,0.7548202331410166,0.7731490352073618,0.009471836086916471,0.003664472643371524,0.007717900744198855,0.0023558211100627993,0.0019321363095152195,0.507,0.189,0.49184149184149184,0.1888111888111888
0.21907658328359675,0.22259107798157662,0.7443618290952815,0.7258146789198993,0.01216598348235388,0.005127284953331547,0.010853158201696212,0.0043502493560739815,0.004249495799409208,0.493,0.208,0.48484848484848486,0.22377622377622378
