,portion_zero_weights_train,portion_seen_events_train,portion_zero_weights_test,portion_seen_events_test,wb_test_mse,rf_test_mse,wb_pred,rf_pred,ijk_butt_var,ijk_u_butt_var,ijk_u2_butt_var,ijk_jahn_var,ijk_u_jahn_var,ijk_u2_jahn_var,ijk_wager_var,ijk_u_wager_var,jk_wager_var,jk_u_wager_var,boot_var
0,0.102,0.31,0.1048951048951049,0.317016317016317,0.2064960372315018,0.20691854537476104,0.7136731076715906,0.7573055485754941,0.0,0.0,0.0,0.015395906116657514,0.004139089896948932,0.004126559079857258,0.01524908685995303,0.003996413111629711,0.0,0.0,0.0
1,0.099,0.293,0.10023310023310024,0.3123543123543124,0.19076400929391607,0.1991463761237227,0.7110144355610474,0.7776245582823783,0.0,0.0,0.0,0.004231589016603126,0.0008942665946965805,0.0008905642975727971,0.004163234700534415,0.000827464992005528,0.0,0.0,0.0
2,0.116,0.3,0.12121212121212122,0.2634032634032634,0.19193440157264718,0.19645869008470088,0.7183427384041181,0.7536726946926254,0.0,0.0,0.0,0.003524156119559449,0.0010236108747229923,0.0010207842648192913,0.003471039083448094,0.0009723159285765772,0.0,0.0,0.0
3,0.097,0.302,0.09557109557109557,0.31934731934731936,0.20288867597638943,0.2075585801350467,0.715613912042379,0.7566530934663178,0.0,0.0,0.0,0.009174445478533758,0.0018087889976708188,0.0018006336802184773,0.00910157585311607,0.0017373241936512627,0.0,0.0,0.0
4,0.125,0.3,0.10023310023310024,0.28438228438228436,0.1953049506726823,0.19390703485222602,0.7123135832542938,0.698577816134182,0.0,0.0,0.0,0.01146129153417232,0.0023025795677886762,0.0022921233831777466,0.01121794650183032,0.002068784967267182,0.0,0.0,0.0
5,0.089,0.299,0.0979020979020979,0.3356643356643357,0.20733076014470506,0.20398350274235041,0.7222660465808962,0.8064210125587649,0.0,0.0,0.0,0.016813362018292036,0.0051490607720022594,0.005136256137140726,0.01657894522739823,0.004913922868541764,0.0,0.0,0.0
6,0.073,0.318,0.11188811188811189,0.32867132867132864,0.20836466847103186,0.21286776969778817,0.714670559765354,0.6685630889645652,0.0,0.0,0.0,0.021219840994955975,0.00473070224856394,0.004712910868065547,0.021100830202609024,0.004608220480599837,0.0,0.0,0.0
7,0.095,0.276,0.12121212121212122,0.29836829836829837,0.1910481568318983,0.1946793144706255,0.7191507667222208,0.8116276254383206,0.0,0.0,0.0,0.010422487715156232,0.0016802439590720124,0.0016705867138717308,0.010309700561248466,0.0015698936549930643,0.0,0.0,0.0
8,0.083,0.315,0.09324009324009325,0.3146853146853147,0.19934433304499957,0.2004907162025207,0.7082252069101873,0.7646741445115947,0.0,0.0,0.0,0.007079530568976916,0.001790273647870537,0.0017845059853162058,0.007045156750247749,0.001756210187926435,0.0,0.0,0.0
9,0.104,0.32,0.09557109557109557,0.317016317016317,0.202825591856748,0.2098055139749969,0.6963672672431329,0.6694256934214824,0.0,0.0,0.0,0.005959780391365187,0.0012791851734285653,0.0012739657214833706,0.005904761591235043,0.0012281326483405634,0.0,0.0,0.0
10,0.084,0.327,0.10023310023310024,0.29603729603729606,0.203143677762931,0.20676079723067903,0.6925388914743146,0.6117308882076117,0.0,0.0,0.0,0.004514066985850598,0.0008790508103450547,0.0008750829029994219,0.0044954489825962925,0.000860845853996514,0.0,0.0,0.0
11,0.103,0.294,0.1048951048951049,0.337995337995338,0.2082078943130387,0.21288253343076663,0.7221127599718113,0.6902321242400196,0.0,0.0,0.0,0.007304930857953878,0.001275983151096968,0.0012692644710509274,0.00721018878771266,0.001183532786414949,0.0,0.0,0.0
12,0.086,0.324,0.1048951048951049,0.29603729603729606,0.19494098450807262,0.20254665323071294,0.7011307978815509,0.69046134957296,0.0,0.0,0.0,0.01744424845327459,0.004202712990125203,0.004188223865799914,0.017259545289177263,0.0040164856558628035,0.0,0.0,0.0
13,0.095,0.295,0.07459207459207459,0.337995337995338,0.21236489707995188,0.2146010381600991,0.7230082083090414,0.7808156893118344,0.0,0.0,0.0,0.006397823480915744,0.0015153214561014119,0.0015099282546247282,0.006314487811602088,0.0014336404752030886,0.0,0.0,0.0
14,0.1,0.295,0.10023310023310024,0.2937062937062937,0.2015444938300758,0.20244999619750897,0.7002295227405058,0.7610293406127113,0.0,0.0,0.0,0.006084837914708739,0.0018585556528416067,0.0018538630907248181,0.005981880526822856,0.0017585746217135562,0.0,0.0,0.0
15,0.09,0.32,0.08391608391608392,0.317016317016317,0.21219453207257197,0.21748646179093484,0.6929659946512811,0.6965372727446152,0.0,0.0,0.0,0.009644724190198744,0.00269570838967318,0.0026880747092812105,0.009469178304504064,0.002522529147811703,0.0,0.0,0.0
16,0.1,0.327,0.10722610722610723,0.32400932400932403,0.19040632164526097,0.19798633343254055,0.6980092163526858,0.670094992333675,0.0,0.0,0.0,0.00489781775278976,0.0014732357595024577,0.0014694334348144679,0.004825611601564303,0.001403519382373289,0.0,0.0,0.0
17,0.103,0.297,0.09090909090909091,0.3076923076923077,0.20045102118344788,0.2083402773605483,0.7099867632842989,0.730173594575116,0.0,0.0,0.0,0.011386335046210685,0.001414992905737494,0.0014038827431475474,0.011331341481876107,0.0013655256386933476,0.0,0.0,0.0
18,0.098,0.307,0.08857808857808858,0.34965034965034963,0.21866450922782776,0.22349021593068572,0.6904446531539903,0.7016338528938949,0.0,0.0,0.0,0.005088814622696906,0.0013347195077743866,0.0013305592696658862,0.005044865228705403,0.0012923304548381484,0.0,0.0,0.0
19,0.096,0.301,0.08857808857808858,0.3356643356643357,0.20500066119382387,0.210201976058418,0.7099657796371035,0.7306198934272109,0.0,0.0,0.0,0.010127799965319723,0.0023684560811968415,0.0023598751023604847,0.009979162667068532,0.0022219577990017884,0.0,0.0,0.0
20,0.112,0.309,0.08857808857808858,0.31002331002331,0.19992365753438723,0.2091284718135005,0.6968555217225029,0.7174147669834111,0.0,0.0,0.0,0.01691256265048462,0.004620387274009425,0.0046065604432081585,0.01664590311915689,0.004367677367633627,0.0,0.0,0.0
21,0.096,0.302,0.1282051282051282,0.24708624708624707,0.17342222284915038,0.17662689346939375,0.7134346309669766,0.6943801772248918,0.0,0.0,0.0,0.007023699489975471,0.002024900391097634,0.0020193718856390333,0.006912220031355599,0.0019144510967811796,0.0,0.0,0.0
22,0.103,0.336,0.08857808857808858,0.2913752913752914,0.1996399901607911,0.20292154578861266,0.6943014490506078,0.6923578454237325,0.0,0.0,0.0,0.007192646115512589,0.0021483966837155394,0.002142776186834264,0.007135130332912926,0.002093544630409022,0.0,0.0,0.0
